customer_id,customer_segment,acquisition_channel,location,age,gender,total_orders,total_units,total_revenue,net_revenue,total_cost,gross_profit,gross_margin_percentage,average_order_value,first_purchase_date,last_purchase_date,recency_days,customer_lifespan_days,total_interactions,views,clicks,add_to_carts,email_opens,channels_used,interaction_types_used,has_interaction_history,annualized_order_frequency,click_rate,add_to_cart_rate,email_open_share,future_orders,future_revenue,churned
C00266,high,referral,Kolkata,39,female,47,89,963681,895588.84,689642.9,205945.93999999994,23.0,19055.08,2024-12-11,2025-12-13,18,367,387,171,122,61,33,3,4,1,46.74,0.3152,0.1576,0.0853,9,79068.33,0
C00187,high,organic,Kolkata,33,male,45,87,944849,869957.9199999999,661299.3,208658.61999999997,23.98,19332.4,2024-11-19,2025-12-26,5,402,435,236,97,61,41,3,4,1,40.86,0.223,0.1402,0.0943,12,186422.18999999997,0
C00589,high,organic,Hyderabad,22,male,55,111,937269,865322.65,658816.32,206506.33,23.86,15733.14,2024-07-09,2025-12-21,10,530,548,279,128,90,51,3,4,1,37.88,0.2336,0.1642,0.0931,6,250977.54,0
C00080,high,organic,Chennai,18,male,46,90,922412,830083.96,640263.6,189820.36000000002,22.87,18045.3,2024-09-28,2025-12-25,6,453,422,202,107,60,53,3,4,1,37.06,0.2536,0.1422,0.1256,9,247891.27,0
C00850,high,ads,Pune,27,male,58,103,916865,835568.15,648071.67,187496.47999999995,22.44,14406.35,2024-09-06,2025-12-25,6,475,510,239,137,75,59,3,4,1,44.57,0.2686,0.1471,0.1157,12,205947.24,0
C00396,high,referral,Bangalore,40,male,45,90,906778,813821.72,647327.39,166494.33,20.46,18084.93,2025-04-19,2025-12-27,4,252,258,126,68,36,28,3,4,1,65.18,0.2636,0.1395,0.1085,12,192661.24,0
C00798,high,ads,Kolkata,41,female,52,100,900923,848111.77,650780.56,197331.20999999996,23.27,16309.84,2024-12-11,2025-12-15,16,369,372,195,83,55,39,3,4,1,51.44,0.2231,0.1478,0.1048,14,158044.09,0
C00011,high,referral,Jaipur,35,female,56,116,896986,841997.79,649118.49,192879.3,22.91,15035.67,2024-08-05,2025-12-19,12,501,522,264,137,69,52,3,4,1,40.8,0.2625,0.1322,0.0996,20,342282.18,0
C01050,medium,ads,Mumbai,41,female,34,66,893755,845315.21,626208.48,219106.72999999998,25.92,24862.21,2024-04-25,2025-11-05,56,559,290,133,75,53,29,3,4,1,22.2,0.2586,0.1828,0.1,5,242974.68,0
C01026,high,ads,Ahmedabad,44,male,35,73,889024,815460.4,639038.72,176421.67999999996,21.63,23298.87,2025-01-24,2025-12-30,1,340,350,177,90,43,40,3,4,1,37.57,0.2571,0.1229,0.1143,10,95442.62,0
C00061,high,ads,Mumbai,35,female,32,67,884238,817923.61,634067.42,183856.18999999997,22.48,25560.11,2025-04-01,2025-12-27,4,270,269,141,52,52,24,3,4,1,43.26,0.1933,0.1933,0.0892,12,96526.46,0
C00462,high,ads,Jaipur,48,female,34,66,880219,821353.72,638754.81,182598.90999999997,22.23,24157.46,2025-03-10,2025-12-29,2,294,251,111,65,46,29,3,4,1,42.21,0.259,0.1833,0.1155,13,208393.78,0
C00382,medium,ads,Chennai,45,male,31,68,869090,809432.36,609065.02,200367.33999999997,24.75,26110.72,2024-03-25,2025-12-22,9,637,327,177,81,41,28,3,4,1,17.76,0.2477,0.1254,0.0856,4,23695.86,0
C00858,medium,referral,Kolkata,41,male,35,71,859150,813559.91,595398.4,218161.50999999998,26.82,23244.57,2024-02-21,2025-12-18,13,666,324,145,98,50,31,3,4,1,19.18,0.3025,0.1543,0.0957,2,10490.92,0
C00586,medium,organic,Hyderabad,39,male,33,68,830774,762753.2,574301.66,188451.54,24.71,23113.73,2024-05-08,2025-12-12,19,583,304,146,76,42,40,3,4,1,20.66,0.25,0.1382,0.1316,5,46210.189999999995,0
C00282,high,organic,Chennai,29,other,25,46,828008,761878.1,586937.37,174940.72999999998,22.96,30475.12,2025-03-05,2025-12-31,0,301,331,165,88,45,33,3,4,1,30.32,0.2659,0.136,0.0997,12,174882.57,0
C00877,high,ads,Pune,38,male,41,77,826672,730374.97,574909.32,155465.65,21.29,17814.02,2025-02-06,2025-12-31,0,328,318,169,80,44,25,3,4,1,45.63,0.2516,0.1384,0.0786,2,21705.5,0
C00624,high,organic,Mumbai,23,male,38,77,818982,761638.2999999999,589173.5800000001,172464.71999999994,22.64,20043.11,2024-12-02,2025-12-30,1,393,382,197,97,50,38,3,4,1,35.29,0.2539,0.1309,0.0995,9,403586.16,0
C01070,medium,ads,Mumbai,30,female,32,62,809239,732028.3,597862.98,134165.32,18.33,22875.88,2024-04-16,2025-12-20,11,613,295,160,76,37,22,3,4,1,19.05,0.2576,0.1254,0.0746,5,66842.61,0
C00577,high,referral,Chennai,29,male,42,88,806279,722305.4299999999,578251.55,144053.88,19.94,17197.75,2025-02-01,2025-12-25,6,327,361,183,93,50,35,3,4,1,46.88,0.2576,0.1385,0.097,8,132058.75,0
C01177,medium,ads,Pune,50,male,27,59,802066,757956.53,565637.88,192318.64999999997,25.37,28072.46,2024-03-30,2025-10-29,63,578,320,145,91,52,32,3,4,1,17.05,0.2844,0.1625,0.1,3,96052.70999999999,0
C00354,high,ads,Pune,28,male,39,76,794450,730069.2999999999,568789.55,161279.74999999994,22.09,18719.73,2024-11-04,2025-12-31,0,422,391,221,86,52,32,3,4,1,33.73,0.2199,0.133,0.0818,9,124298.05,0
C01103,medium,ads,Delhi,36,male,32,57,789041,707216.98,554388.9,152828.08,21.61,22100.53,2024-05-27,2025-12-15,16,567,263,118,73,45,27,3,4,1,20.6,0.2776,0.1711,0.1027,2,53855.009999999995,0
C00494,high,organic,Jaipur,39,female,35,76,782184,698748.14,551772.87,146975.27000000002,21.03,19964.23,2025-05-20,2025-12-27,4,221,235,109,67,38,21,3,4,1,57.81,0.2851,0.1617,0.0894,11,306396.15,0
C00849,medium,ads,Bhubaneswar,30,male,29,65,778355,734721.58,559959.28,174762.3,23.79,25335.23,2024-03-19,2025-12-23,8,644,323,156,85,53,29,3,4,1,16.44,0.2632,0.1641,0.0898,2,64488.119999999995,0
C00377,high,referral,Delhi,36,female,47,97,778177,730765.9,561226.76,169539.13999999998,23.2,15548.21,2025-01-20,2025-12-14,17,328,365,184,93,55,33,3,4,1,52.3,0.2548,0.1507,0.0904,10,219939.0,0
C00002,high,referral,Hyderabad,47,female,38,73,772807,714174.05,575748.38,138425.66999999998,19.38,18794.05,2025-03-20,2025-12-29,2,284,311,158,78,47,28,3,4,1,48.84,0.2508,0.1511,0.09,7,106062.76,0
C00441,high,ads,Bangalore,25,female,37,72,763053,714003.27,536395.13,177608.13999999996,24.87,19297.39,2025-01-30,2025-12-22,9,326,336,163,87,53,33,3,4,1,41.43,0.2589,0.1577,0.0982,9,142833.34,0
C01199,high,organic,Bhubaneswar,34,female,40,91,758301,716659.63,551275.83,165383.8,23.08,17916.49,2025-03-04,2025-12-23,8,294,318,140,93,53,32,3,4,1,49.66,0.2925,0.1667,0.1006,10,101665.81,0
C00998,high,organic,Bangalore,25,male,39,88,756711,709614.91,532226.84,177388.06999999998,25.0,18195.25,2024-12-25,2025-11-28,33,338,402,201,101,54,46,3,4,1,42.12,0.2512,0.1343,0.1144,15,333747.05,0
C00990,medium,referral,Bangalore,32,female,33,67,751298,698818.87,517139.69,181679.18,26.0,21176.33,2024-02-12,2025-12-30,1,687,328,155,93,43,37,3,4,1,17.53,0.2835,0.1311,0.1128,2,46496.45,0
C00531,high,ads,Delhi,26,female,37,69,748134,708662.36,520984.45,187677.90999999997,26.48,19153.04,2025-02-18,2025-12-27,4,312,334,162,84,53,35,3,4,1,43.29,0.2515,0.1587,0.1048,10,72655.12,0
C00392,high,ads,Kolkata,38,male,44,85,746000,692814.64,523163.38,169651.25999999998,24.49,15745.79,2024-11-19,2025-12-11,20,387,376,181,115,44,36,3,4,1,41.5,0.3059,0.117,0.0957,9,239829.82,0
C00755,high,ads,Pune,46,male,43,86,744964,687950.01,525571.91,162378.1,23.6,15998.84,2025-04-18,2025-12-30,1,256,277,142,78,35,22,3,4,1,61.31,0.2816,0.1264,0.0794,16,375900.32999999996,0
C00083,high,organic,Pune,23,male,35,64,742920,684933.56,506956.64,177976.92,25.98,19569.53,2025-04-12,2025-12-19,12,251,278,129,70,47,32,3,4,1,50.9,0.2518,0.1691,0.1151,10,74953.04,0
C00139,medium,ads,Pune,52,female,35,67,727933,688589.63,543068.9500000001,145520.67999999996,21.13,19673.99,2024-01-17,2025-12-26,5,709,342,173,82,52,35,3,4,1,18.02,0.2398,0.152,0.1023,1,11994.480000000001,0
C00215,high,ads,Bangalore,30,female,55,105,721224,667689.16,507273.68,160415.47999999998,24.03,12139.8,2024-08-09,2025-12-30,1,508,454,222,106,81,45,3,4,1,39.52,0.2335,0.1784,0.0991,7,184906.06,0
C00372,high,ads,Delhi,18,male,43,82,715220,667277.66,515128.89,152148.77,22.8,15518.09,2024-11-03,2025-12-30,1,422,408,199,102,61,46,3,4,1,37.19,0.25,0.1495,0.1127,12,202637.56,0
C00960,high,organic,Delhi,32,male,32,62,711266,668568.01,482597.32,185970.68999999997,27.82,20892.75,2025-06-03,2025-12-30,1,210,251,120,69,42,20,3,4,1,55.62,0.2749,0.1673,0.0797,8,101762.2,0
C00666,medium,ads,Bhubaneswar,33,female,35,66,707797,660446.58,490354.91,170091.66999999998,25.75,18869.9,2024-03-22,2025-12-31,0,649,313,145,84,47,37,3,4,1,19.68,0.2684,0.1502,0.1182,1,6931.280000000001,0
C00677,medium,referral,Chennai,50,male,24,47,700880,660079.98,490510.46,169569.52,25.69,27503.33,2024-09-03,2025-12-05,26,458,239,120,61,33,25,3,4,1,19.13,0.2552,0.1381,0.1046,4,39631.86,0
C00550,high,ads,Bhubaneswar,40,female,26,54,698148,653629.76,489155.84,164473.92,25.16,25139.61,2025-06-24,2025-12-28,3,187,205,103,54,33,15,3,4,1,50.75,0.2634,0.161,0.0732,8,154954.28,0
C01051,medium,organic,Chennai,41,female,32,62,697197,627775.83,493015.65,134760.18,21.47,19617.99,2024-02-17,2025-12-16,15,668,371,211,73,56,31,3,4,1,17.49,0.1968,0.1509,0.0836,1,26466.45,0
C01171,high,organic,Hyderabad,51,male,46,92,694722,637203.1799999999,488908.12,148295.05999999997,23.27,13852.24,2024-10-15,2025-12-25,6,436,441,204,124,64,49,3,4,1,38.51,0.2812,0.1451,0.1111,12,182073.41,0
C00066,medium,organic,Bhubaneswar,34,male,30,66,692057,650578.88,476806.75,173772.12999999998,26.71,21685.96,2024-04-25,2025-11-17,44,571,297,136,79,42,40,3,4,1,19.18,0.266,0.1414,0.1347,1,3308.2,0
C01041,high,referral,Bangalore,22,male,31,63,691459,630470.71,499417.85000000003,131052.85999999999,20.79,20337.76,2025-03-05,2025-12-29,2,299,263,131,59,45,28,3,4,1,37.84,0.2243,0.1711,0.1065,14,510756.76,0
C00834,medium,organic,Hyderabad,33,male,33,59,687613,634890.85,488882.42,146008.43,23.0,19239.12,2024-01-27,2025-12-26,5,699,314,151,92,42,29,3,4,1,17.23,0.293,0.1338,0.0924,2,20051.1,0
C00101,high,organic,Hyderabad,30,female,46,87,687575,630704.17,488530.23000000004,142173.93999999997,22.54,13710.96,2024-12-10,2025-12-04,27,359,373,196,87,58,32,3,4,1,46.77,0.2332,0.1555,0.0858,10,91061.03,0
C00480,high,organic,Bangalore,50,male,54,108,686710,641789.75,478237.39,163552.36,25.48,11885.0,2024-12-31,2025-12-30,1,364,421,214,101,70,36,3,4,1,54.15,0.2399,0.1663,0.0855,10,89834.70999999999,0
C00513,medium,ads,Chennai,49,male,26,51,675160,623930.7999999999,488152.42000000004,135778.37999999998,21.76,23997.34,2024-01-18,2025-12-27,4,709,346,179,82,49,36,3,4,1,13.39,0.237,0.1416,0.104,4,59832.06,0
C01202,medium,organic,Delhi,18,female,27,64,663341,607336.79,457946.63,149390.15999999997,24.6,22493.96,2024-06-23,2025-10-07,85,471,268,134,62,46,26,3,4,1,20.92,0.2313,0.1716,0.097,3,9185.96,0
C00718,high,organic,Hyderabad,34,female,37,77,655532,618678.4199999999,469483.74,149194.67999999996,24.12,16721.04,2025-03-27,2025-12-27,4,275,311,168,69,43,31,3,4,1,49.11,0.2219,0.1383,0.0997,17,256008.19999999998,0
C00660,medium,ads,Mumbai,32,female,19,38,652501,614253.87,451773.27,162480.6,26.45,32329.15,2024-04-05,2025-12-19,12,623,305,166,66,43,30,3,4,1,11.13,0.2164,0.141,0.0984,6,132692.24,0
C00596,medium,ads,Bangalore,24,female,18,47,652133,622825.95,473520.75,149305.19999999995,23.97,34601.44,2024-10-17,2025-12-29,2,438,233,117,55,33,28,3,4,1,15.0,0.2361,0.1416,0.1202,4,77899.73999999999,0
C00777,high,referral,Jaipur,32,male,33,65,651159,596581.09,452873.24000000005,143707.84999999998,24.09,18078.21,2025-01-24,2025-12-25,6,335,325,158,77,54,36,3,4,1,35.96,0.2369,0.1662,0.1108,20,408849.63,0
C01162,medium,organic,Bangalore,42,male,25,42,640853,601661.26,481082.39,120578.86999999997,20.04,24066.45,2024-08-04,2025-12-03,28,486,261,128,60,44,29,3,4,1,18.78,0.2299,0.1686,0.1111,2,19273.32,0
C00045,medium,referral,Pune,30,female,26,54,637473,582289.88,440213.11,142076.77,24.4,22395.76,2024-06-27,2025-12-12,19,533,260,127,68,44,21,3,4,1,17.8,0.2615,0.1692,0.0808,2,23168.16,0
C00533,high,organic,Bhubaneswar,27,female,35,65,630798,530981.24,446249.58,84731.66000000002,15.96,15170.89,2025-03-05,2025-12-14,17,284,291,150,76,42,23,3,4,1,44.98,0.2612,0.1443,0.079,11,393487.25,0
C00105,medium,organic,Chennai,30,male,26,55,626123,575557.07,437955.01,137602.06,23.91,22136.81,2024-03-17,2025-12-16,15,639,313,140,82,51,40,3,4,1,14.85,0.262,0.1629,0.1278,1,5235.9,0
C01027,medium,referral,Kolkata,32,male,28,59,621828,573546.93,438612.45,134934.48,23.53,20483.82,2024-05-10,2025-12-23,8,592,303,148,78,44,33,3,4,1,17.26,0.2574,0.1452,0.1089,5,122103.2,0
C00351,medium,ads,Mumbai,27,female,26,49,620799,554686.25,425517.76,129168.48999999999,23.29,21334.09,2024-11-10,2025-12-29,2,414,220,101,56,40,23,3,4,1,22.92,0.2545,0.1818,0.1045,5,44025.92,0
C01134,high,organic,Bangalore,49,male,40,79,619412,560587.24,431237.98000000004,129349.25999999997,23.07,14014.68,2024-12-15,2025-12-26,5,376,357,166,106,58,27,3,4,1,38.83,0.2969,0.1625,0.0756,12,128386.40000000001,0
C00439,medium,organic,Hyderabad,37,male,25,47,602980,552094.91,418603.62,133491.29,24.18,22083.8,2024-05-14,2025-12-29,2,594,275,143,58,49,25,3,4,1,15.36,0.2109,0.1782,0.0909,1,4572.52,0
C00560,medium,ads,Bhubaneswar,40,female,25,49,602711,578959.4,423986.93,154972.46999999997,26.77,23158.38,2024-01-23,2025-12-31,0,708,342,177,84,51,30,3,4,1,12.89,0.2456,0.1491,0.0877,1,1868.76,0
C00054,medium,referral,Bangalore,47,male,24,53,600259,570799.5599999999,422636.36,148163.19999999998,25.96,23783.31,2024-02-26,2025-11-18,43,631,330,175,85,36,34,3,4,1,13.88,0.2576,0.1091,0.103,2,8284.32,0
C00863,medium,ads,Bangalore,37,male,24,52,598652,551157.0599999999,437840.23000000004,113316.82999999996,20.56,22964.88,2024-01-08,2025-10-23,69,654,352,184,103,45,20,3,4,1,13.39,0.2926,0.1278,0.0568,5,64974.89,0
C00033,high,organic,Kolkata,26,male,30,64,593590,552819.59,398144.14,154675.44999999998,27.98,18427.32,2025-04-30,2025-12-20,11,234,246,118,62,39,27,3,4,1,46.79,0.252,0.1585,0.1098,10,185115.37,0
C00107,medium,ads,Bhubaneswar,40,female,17,36,590657,549401.04,418548.33,130852.70999999999,23.82,32317.71,2025-05-14,2025-11-25,36,195,120,53,30,25,12,3,4,1,31.82,0.25,0.2083,0.1,3,43854.439999999995,0
C00153,medium,ads,Chennai,39,male,30,46,588439,533830.8099999999,408217.94,125612.86999999997,23.53,17794.36,2024-02-16,2025-11-02,59,625,341,148,94,55,44,3,4,1,17.52,0.2757,0.1613,0.129,5,130890.15000000001,0
C01073,medium,organic,Chennai,30,female,23,38,587062,529459.26,403950.93,125508.32999999999,23.71,23019.97,2024-09-11,2025-12-14,17,459,242,125,63,34,20,3,4,1,18.29,0.2603,0.1405,0.0826,2,18223.11,0
C00136,high,organic,Delhi,26,female,35,72,582708,534134.6,413990.2,120144.4,22.49,15260.99,2025-02-05,2025-12-27,4,325,326,174,81,41,30,3,4,1,39.31,0.2485,0.1258,0.092,9,114822.71,0
C00458,medium,ads,Ahmedabad,31,female,21,44,582281,532410.04,429430.02999999997,102980.01000000001,19.34,25352.86,2024-10-17,2025-12-02,29,411,241,127,54,36,24,3,4,1,18.65,0.2241,0.1494,0.0996,3,25099.440000000002,0
C00987,high,ads,Jaipur,18,female,45,85,582043,532415.53,410407.51,122008.01999999999,22.92,11831.46,2024-10-06,2025-12-21,10,441,468,238,122,68,40,3,4,1,37.24,0.2607,0.1453,0.0855,7,119464.11,0
C00740,high,organic,Hyderabad,36,male,39,70,581713,538510.9,422421.27,116089.62999999999,21.56,13807.97,2025-02-17,2025-12-26,5,312,307,141,93,41,32,3,4,1,45.63,0.3029,0.1336,0.1042,6,53678.39,0
C00542,high,organic,Ahmedabad,48,female,20,40,581428,543310.01,411228.20999999996,132081.80000000002,24.31,27165.5,2025-07-14,2025-12-30,1,169,178,81,51,27,19,3,4,1,43.2,0.2865,0.1517,0.1067,14,254877.25,0
C00794,medium,organic,Hyderabad,42,female,17,38,579951,550029.48,404384.43,145645.04999999996,26.48,32354.68,2024-11-09,2025-12-31,0,417,205,107,51,29,18,3,4,1,14.88,0.2488,0.1415,0.0878,1,5970.24,0
C00381,medium,ads,Ahmedabad,27,female,30,68,578852,532733.38,404974.82,127758.55999999997,23.98,17757.78,2024-06-26,2025-12-26,5,548,246,130,61,39,16,3,4,1,19.98,0.248,0.1585,0.065,3,59928.47,0
C00507,high,organic,Chennai,18,female,37,77,577473,546349.66,403363.59,142986.07,26.17,14766.21,2025-03-11,2025-12-22,9,286,353,177,84,53,39,3,4,1,47.22,0.238,0.1501,0.1105,8,114281.26,0
C00973,medium,organic,Pune,40,female,26,52,574524,523276.2,400527.42000000004,122748.77999999998,23.46,20126.01,2024-05-01,2025-11-03,58,551,285,137,68,43,37,3,4,1,17.22,0.2386,0.1509,0.1298,4,97968.9,0
C00694,medium,organic,Kolkata,34,male,32,75,572131,535940.58,400690.99,135249.59,25.24,16748.14,2024-01-19,2025-12-26,5,707,361,177,87,60,37,3,4,1,16.52,0.241,0.1662,0.1025,3,15691.8,0
C00552,medium,ads,Bangalore,21,male,20,43,569005,527104.11,415612.21,111491.9,21.15,26355.21,2024-08-07,2025-11-01,60,451,226,113,63,31,19,3,4,1,16.19,0.2788,0.1372,0.0841,1,19925.84,0
C00591,medium,organic,Hyderabad,44,female,21,47,565950,524611.96,411112.01,113499.95000000001,21.64,24981.52,2024-08-19,2025-12-26,5,494,242,129,61,32,20,3,4,1,15.52,0.2521,0.1322,0.0826,3,14915.34,0
C00106,medium,organic,Ahmedabad,21,male,27,54,565258,529576.68,417713.84,111862.83999999998,21.12,19613.95,2024-06-29,2025-12-08,23,527,297,137,85,41,34,3,4,1,18.7,0.2862,0.138,0.1145,6,64661.329999999994,0
C00434,medium,ads,Mumbai,30,male,29,56,562462,533661.7,399282.44,134379.25999999998,25.18,18402.13,2024-05-23,2025-12-12,19,568,272,138,61,49,24,3,4,1,18.64,0.2243,0.1801,0.0882,3,20568.920000000002,0
C00391,medium,organic,Bhubaneswar,33,male,25,53,562087,515220.22,374451.28,140768.93999999997,27.32,20608.81,2024-02-25,2025-12-31,0,675,293,139,75,52,27,3,4,1,13.52,0.256,0.1775,0.0922,2,22400.66,0
C01033,medium,referral,Pune,47,female,22,43,560830,516384.97,394775.84,121609.12999999999,23.55,23472.04,2024-04-29,2025-10-22,70,541,278,144,73,39,22,3,4,1,14.84,0.2626,0.1403,0.0791,4,123419.37,0
C01175,medium,organic,Mumbai,46,male,25,58,560539,512143.26,394644.8,117498.45999999999,22.94,20485.73,2024-06-08,2025-12-12,19,552,261,129,69,43,20,3,4,1,16.53,0.2644,0.1648,0.0766,5,159166.61,0
C00961,high,organic,Delhi,34,female,21,48,559839,540698.78,372850.23,167848.55,31.04,25747.56,2025-08-01,2025-12-18,13,139,168,81,38,33,16,3,4,1,55.14,0.2262,0.1964,0.0952,12,307137.54,0
C00147,high,organic,Bhubaneswar,33,female,34,67,559045,517530.02999999997,395814.75,121715.27999999997,23.52,15221.47,2025-05-14,2025-12-19,12,219,259,129,61,41,28,3,4,1,56.67,0.2355,0.1583,0.1081,7,144504.47999999998,0
C00838,high,ads,Mumbai,46,male,26,52,556237,516611.55,394589.30000000005,122022.24999999997,23.62,19869.67,2025-06-22,2025-12-11,20,172,186,89,47,30,20,3,4,1,55.17,0.2527,0.1613,0.1075,11,79326.37,0
C00200,high,organic,Hyderabad,20,female,31,58,556063,504063.37,406450.73000000004,97612.63999999997,19.37,16260.11,2025-05-12,2025-12-19,12,221,225,111,48,48,18,3,4,1,51.2,0.2133,0.2133,0.08,11,225190.91,0
C01025,medium,organic,Chennai,18,other,29,55,553518,513781.89,403831.01,109950.87999999998,21.4,17716.62,2024-01-19,2025-12-24,7,705,328,163,93,46,26,3,4,1,15.01,0.2835,0.1402,0.0793,7,172116.08,0
C00547,medium,referral,Kolkata,21,male,32,66,552652,508781.06,385386.27999999997,123394.77999999998,24.25,15899.41,2024-02-21,2025-12-12,19,660,344,185,74,55,30,3,4,1,17.7,0.2151,0.1599,0.0872,3,44659.25,0
C00436,medium,organic,Ahmedabad,34,male,34,69,551728,488203.43,383913.89,104289.54000000001,21.36,14358.92,2024-03-03,2025-12-20,11,657,324,154,93,48,29,3,4,1,18.89,0.287,0.1481,0.0895,8,101813.68,0
C00985,medium,ads,Ahmedabad,49,male,25,52,549425,505812.97,388435.89,117377.07999999999,23.21,20232.52,2024-05-20,2025-12-29,2,588,250,107,65,39,39,3,4,1,15.52,0.26,0.156,0.156,3,35840.27,0
C00460,medium,ads,Pune,62,male,19,43,549088,495402.77,391764.76,103638.01,20.92,26073.83,2024-07-19,2025-11-29,32,498,249,126,59,33,31,3,4,1,13.93,0.2369,0.1325,0.1245,2,7110.28,0
C00568,high,referral,Ahmedabad,41,male,26,51,545504,503937.36,380524.09,123413.26999999999,24.49,19382.21,2025-03-31,2025-12-26,5,270,287,144,75,42,26,3,4,1,35.15,0.2613,0.1463,0.0906,12,185586.75999999998,0
C00098,medium,organic,Jaipur,30,male,21,41,543957,496527.19999999995,394607.95,101919.24999999996,20.53,23644.15,2024-02-06,2025-06-26,188,506,341,174,90,47,30,3,4,1,15.15,0.2639,0.1378,0.088,3,148196.81999999998,0
C01032,medium,organic,Ahmedabad,30,male,24,55,542095,501037.89,382036.93,119000.96,23.75,20876.58,2024-02-13,2025-11-07,54,633,327,160,74,54,39,3,4,1,13.84,0.2263,0.1651,0.1193,5,135784.43,0
C00875,medium,organic,Bangalore,26,male,29,59,539283,506547.61,363903.06,142644.55,28.16,17467.16,2024-03-20,2025-12-02,29,622,322,158,75,55,34,3,4,1,17.02,0.2329,0.1708,0.1056,7,215656.35,0
C00572,high,organic,Jaipur,29,male,28,61,538729,480616.18,373776.63,106839.54999999999,22.23,17164.86,2025-05-24,2025-12-27,4,217,213,101,54,31,27,3,4,1,47.1,0.2535,0.1455,0.1268,11,162081.1,0
C00428,medium,organic,Bangalore,56,female,16,32,537049,502542.33999999997,377524.2,125018.13999999998,24.88,31408.9,2025-01-12,2025-11-13,48,305,181,89,46,25,21,3,4,1,19.15,0.2541,0.1381,0.116,6,117421.09,0
C01069,medium,ads,Bhubaneswar,37,male,16,36,536921,478272.88999999996,381552.48,96720.40999999999,20.22,29892.06,2025-03-20,2025-11-07,54,232,141,65,36,27,13,3,4,1,25.17,0.2553,0.1915,0.0922,2,9171.0,0
C00628,medium,ads,Ahmedabad,32,female,32,57,536079,457530.29,394161.05,63369.24,13.85,14297.82,2024-03-16,2025-11-02,59,596,307,145,75,58,29,3,4,1,19.6,0.2443,0.1889,0.0945,3,32552.96,0
C00398,medium,referral,Chennai,47,female,23,43,535988,476245.96,384490.06,91755.89999999998,19.27,20706.35,2024-05-22,2025-12-10,21,567,265,153,58,29,25,3,4,1,14.81,0.2189,0.1094,0.0943,0,0.0,1
C00576,medium,referral,Pune,35,male,30,65,531311,503954.02999999997,383311.78,120642.24999999999,23.94,16798.47,2024-04-25,2025-12-14,17,598,267,126,76,39,26,3,4,1,18.31,0.2846,0.1461,0.0974,3,88824.48,0
C00111,high,organic,Delhi,34,female,30,59,529380,474690.32,364178.95999999996,110511.36,23.28,15823.01,2025-02-27,2025-12-27,4,303,306,166,61,44,35,3,4,1,36.14,0.1993,0.1438,0.1144,16,290101.34,0
C00783,high,organic,Pune,45,male,21,48,528300,483445.74,374629.57,108816.16999999998,22.51,23021.23,2025-08-28,2025-12-23,8,117,145,64,38,23,20,3,4,1,65.51,0.2621,0.1586,0.1379,8,116700.57,0
C01058,high,organic,Bangalore,42,male,31,60,527019,477056.92000000004,366128.22,110928.70000000001,23.25,15388.93,2025-04-22,2025-12-28,3,250,274,135,76,36,27,3,4,1,45.26,0.2774,0.1314,0.0985,14,303432.19,0
C00445,high,ads,Jaipur,42,female,30,56,526055,495719.33999999997,375291.04000000004,120428.29999999997,24.29,16523.98,2025-05-31,2025-12-15,16,198,185,94,43,31,17,3,4,1,55.3,0.2324,0.1676,0.0919,13,428501.18,0
